商品名称:华为（HUAWEI） 畅享8e青春     价格:666.00   评论数:0
商品名称:黑莓（BlackBerry） BlackBerry/黑莓8520全键盘智能商务    价格:499.00   评论数:0
商品名称:华为（HUAWEI） 华为畅享8     价格:1098.00   评论数:800+
商品名称:华为（HUAWEI） 畅享6S 双卡双待 智能老人    价格:768.00   评论数:60+
商品名称:小辣椒 H1 全语音王版 移动联通2G 老人    价格:99.00   评论数:1.1万+
商品名称:华为（HUAWEI） 荣耀7A 畅玩7A     价格:899.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀9i 幻夜黑 全网通4G+128G    价格:1699.00   评论数:700+
商品名称:华为（HUAWEI） 【今日立减】畅享8plus    价格:1499.00   评论数:200+
商品名称:小米（MI） 小米5X     价格:1219.00   评论数:1200+
商品名称:华为（HUAWEI） 荣耀v10     价格:2299.00   评论数:50+
商品名称:华为（HUAWEI） 荣耀畅玩7c全面屏面部识别    价格:1199.00   评论数:60+
商品名称:华为（HUAWEI） nova2 移动4G+全网通 智能    价格:1499.00   评论数:100+
商品名称:努比亚（nubia） M2 全网通4G智能    价格:1099.00   评论数:70+
商品名称:AGM A1Q 全网通4G 三防智能    价格:1599.00   评论数:100+
商品名称:BIHEE 百合 C9 CDMA电信老人    价格:129.00   评论数:2100+
商品名称:华为（HUAWEI） 荣耀8x max     价格:1499.00   评论数:50+
商品名称:华为（HUAWEI） 麦芒7    价格:2399.00   评论数:0
商品名称:魅族（MEIZU） 魅蓝E3 全网通4G智能    价格:1698.00   评论数:500+
商品名称:小米（MI） 红米6     价格:706.00   评论数:100+
商品名称:华为（HUAWEI） 华为nova3e    价格:1797.00   评论数:80+
商品名称:BIHEE百合 C18 电信版 儿童    价格:158.00   评论数:600+
商品名称:360     价格:799.00   评论数:700+
商品名称:360 N7 pro     价格:2299.00   评论数:70+
商品名称:捷语（gofly） 军工电霸触屏手写 三防老人    价格:109.00   评论数:2300+
商品名称:Apple 苹果 iPhone X     价格:8499.00   评论数:1000+
商品名称:华为（HUAWEI） 华为P20 AI智慧全面屏     价格:3888.00   评论数:100+
商品名称:Podor 7S 移动2G联通3G迷你超小智能机 学生儿童卡片    价格:488.00   评论数:20+
商品名称:波导（BiRD） A8 移动/联通2G老人    价格:99.00   评论数:500+
商品名称:锤子（smartisan） 坚果PRO2S    价格:2398.00   评论数:50+
商品名称:Apple APPLE 【美版有锁激活】 iphone8plus    价格:4688.00   评论数:2100+
商品名称:魅族（MEIZU） s6 魅蓝S6 全面屏智能    价格:769.00   评论数:500+
商品名称:华为（HUAWEI） 荣耀畅玩7C 【6期免息】全面屏    价格:1299.00   评论数:100+
商品名称:华为（HUAWEI） 畅享6 移动联通电信4G智能老人机    价格:688.00   评论数:400+
商品名称:小米（MI） 小米6x     价格:1438.00   评论数:300+
商品名称:华为（HUAWEI） 畅享7S 全网通 移动联通电信4G 双卡双待智能    价格:1158.00   评论数:90+
商品名称:守护宝 上海中兴 ZTE tech L610  电信2G 老人    价格:238.00   评论数:1400+
商品名称:华为（HUAWEI） 荣耀 畅玩7     价格:559.00   评论数:80+
商品名称:Podor SOYES 7S 移动联通 双卡双待 迷你小智能 学生儿童卡片    价格:499.00   评论数:20+
商品名称:欧奇（OUKI） OK520 移动联通2G 老年人    价格:129.00   评论数:10+
商品名称:小米（MI） 小米8青春版     价格:2799.00   评论数:0
商品名称:诺基亚（NOKIA） X6     价格:1499.00   评论数:800+
商品名称:华为（HUAWEI） 荣耀7C 畅玩7C 全面屏    价格:899.00   评论数:200+
商品名称:小霸王（SUBOR） S16Pro全网通中学生    价格:1199.00   评论数:400+
商品名称:三星 GT-E1200R老人机    价格:178.00   评论数:10+
商品名称:华为（HUAWEI） 荣耀8x max 珍珠屏全网通4Ｇ智能    价格:1499.00   评论数:4
商品名称:小米（MI） 小米Max2     价格:1045.00   评论数:5500+
商品名称:小米（MI） 红米S2     价格:928.00   评论数:900+
商品名称:华为（HUAWEI） 华为荣耀play 游戏    价格:1799.00   评论数:100+
商品名称:黑鲨 游戏    价格:2899.00   评论数:1600+
商品名称:小米（MI） 小米6X     价格:1478.00   评论数:300+
商品名称:天语（K-TOUCH） X11 全网通4G 移动联通电信 曲面屏智能    价格:499.00   评论数:20+
商品名称:华为（HUAWEI） 荣耀Play     价格:1849.00   评论数:40+
商品名称:美图（meitu） 美图V6 自拍美颜    价格:4399.00   评论数:700+
商品名称:360 N7 Pro全面屏 游戏    价格:2299.00   评论数:20+
商品名称:华为（HUAWEI） 荣耀7A 畅玩7A     价格:699.00   评论数:100+
商品名称:BIHEE 百合C3310 电信老人机 大字体  大按键学生直板    价格:138.00   评论数:70+
商品名称:华为（HUAWEI） 【领券减100】华为p20    价格:3988.00   评论数:500+
商品名称:小米（MI） 小米Max3     价格:1555.00   评论数:100+
商品名称:努比亚（nubia） 努比亚 V18 全面屏    价格:1078.00   评论数:100+
商品名称:守护宝 上海中兴 ZTE tech CV26 电信2G老人    价格:199.00   评论数:1.5万+
商品名称:飞利浦（PHILIPS） E180  移动联通2G 老年老人    价格:169.00   评论数:50+
商品名称:haolepo 儿童    价格:259.00   评论数:300+
商品名称:小米（MI） 小米8SE 全网通     价格:1878.00   评论数:2300+
商品名称:BIHEE C23 儿童    价格:168.00   评论数:90+
商品名称:小米（MI） 红米6A全网通4G智能    价格:699.00   评论数:90+
商品名称:守护宝（上海中兴） L800 儒雅黑 超长待机 直板按键 移动联通2G 双卡双待 老人    价格:168.00   评论数:1800+
商品名称:小米（MI） 小米6 双卡双待 全网通4G    价格:2199.00   评论数:2400+
商品名称:小米（MI） MIX2     价格:2378.00   评论数:200+
商品名称:守护宝（上海中兴）F666 黑色 三防军工电霸 超长待机 移动联通2G 双卡双待老人    价格:199.00   评论数:1.4万+
商品名称:联想（lenovo） A588T 移动3G 智能老年人    价格:343.00   评论数:100+
商品名称:华为（HUAWEI）  华为 nova3i     价格:2199.00   评论数:0
商品名称:华为（HUAWEI） 华为荣耀8    价格:1549.00   评论数:100+
商品名称:纽曼（Newman） F9 移动/联通/电信 翻盖老人    价格:163.00   评论数:700+
商品名称:华为（HUAWEI） 荣耀 畅玩7   全网通  4G    价格:599.00   评论数:7
商品名称:小米（MI） 红米6 移动联通电信全网通4G 智能    价格:748.00   评论数:200+
商品名称:21KE/21克 C1 21克  移动/联通2G 老人    价格:138.00   评论数:2300+
商品名称:小米（MI） 5C 移动4G智能    价格:788.00   评论数:50+
商品名称:Apple /苹果 iPhone X 4G全网通版正品国行全新未拆封智能    价格:8599.00   评论数:20+
商品名称:华为（HUAWEI） 荣耀10 GT游戏加速 AIS手持夜景 AI摄影    价格:2799.00   评论数:40+
商品名称:青橙（GreenOrange） C3+ 智能老人    价格:228.00   评论数:600+
商品名称:诺基亚（NOKIA） 诺基亚(NOKIA) 105     价格:145.00   评论数:100+
商品名称:魅族（MEIZU） PRO7 全网通 4G    价格:1999.00   评论数:100+
商品名称:纽曼（Newman） A520 电信/移动 儿童    价格:119.00   评论数:300+
商品名称:华为（HUAWEI） Mate10 全网通4G智能    价格:3098.00   评论数:200+
商品名称:小米（MI） 红米5 Plus 全面屏     价格:802.00   评论数:300+
商品名称:华为（HUAWEI） 华为nova2s 移动4G+全网通 智能    价格:1738.00   评论数:200+
商品名称:中兴（ZTE） 中兴/ZTE BA520 智能老人    价格:388.00   评论数:1100+
商品名称:努比亚（nubia） M2青春版 全网通4G智能    价格:758.00   评论数:60+
商品名称:中兴（ZTE） （上海中兴）CV19 电信2G 单卡 直板键盘老人    价格:188.00   评论数:20+
商品名称:华为（HUAWEI） 荣耀畅玩7A 全面屏    价格:799.00   评论数:0
商品名称:美图（meitu） M6 美颜    价格:1299.00   评论数:200+
商品名称:联想（Lenovo） K5 play     价格:678.00   评论数:200+
商品名称:BIXING 百信 M1儿童迷你    价格:110.00   评论数:1900+
商品名称:华为（HUAWEI） honor/荣耀Note10    价格:3099.00   评论数:20+
商品名称:华为（HUAWEI） 畅享8e 青春版 全面屏    价格:669.00   评论数:20+
商品名称:优思（Uniscope） US7 直板 2G三防老人    价格:129.00   评论数:90+
商品名称:飞利浦（PHILIPS） E209J 移动联通2G 双卡双待直板按键 老人    价格:188.00   评论数:100+
商品名称:魅族（MEIZU） 魅族16th 游戏    价格:3388.00   评论数:10+
商品名称:小米（MI） 小米MIX2 全网通4G    价格:2258.00   评论数:400+
商品名称:小米（MI） 红米5A 4G    价格:598.00   评论数:2500+
商品名称:Apple 苹果  iPhone Xs     价格:9999.00   评论数:0
商品名称:华为（HUAWEI） 荣耀8X     价格:1999.00   评论数:1
商品名称:华为（HUAWEI） 荣耀v10 全面屏    价格:1939.00   评论数:2200+
商品名称:酷派（Coolpad） 锋尚N3 移动联通电信全网通4G 双卡双待 智能    价格:578.00   评论数:30+
商品名称:8848 钛金    价格:12999.00   评论数:700+
商品名称:中兴健康（ZTE Health） 老人    价格:199.00   评论数:600+
商品名称:华为（HUAWEI） 荣耀8青春版    价格:988.00   评论数:20+
商品名称:天语（K-TOUCH） N1 老人    价格:138.00   评论数:300+
商品名称:魅族（MEIZU） 魅蓝6T 全面屏    价格:999.00   评论数:20+
商品名称:BIHEE 百合C30A 天翼电信翻盖    价格:229.00   评论数:700+
商品名称:小辣椒 G660 翻盖老人    价格:198.00   评论数:700+
商品名称:联想（Lenovo） 联想A5     价格:513.00   评论数:40+
商品名称:魅族（MEIZU） 魅族16th plus 游戏    价格:3688.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀 畅玩6X  4G    价格:799.00   评论数:600+
商品名称:【分期免息】荣耀9i     价格:1749.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀畅玩7C 全面屏    价格:1199.00   评论数:6
商品名称:纽曼（Newman） L8S 移动 老人    价格:99.00   评论数:700+
商品名称:华为（HUAWEI） nova3e 全面屏    价格:1758.00   评论数:800+
商品名称:华为（HUAWEI） Mate10     价格:3059.00   评论数:100+
商品名称:华为（HUAWEI） 畅享8plus     价格:1239.00   评论数:900+
商品名称:美图（meitu） V6全网通自拍美颜智能4G双卡双待美图V6    价格:4399.00   评论数:200+
商品名称:华为（HUAWEI） nova3    价格:2999.00   评论数:300+
商品名称:华为（HUAWEI） 华为畅享8e 智能老人    价格:825.00   评论数:20+
商品名称:飞利浦（PHILIPS） S626L 全网通4G 指纹解锁 老人智能    价格:729.00   评论数:80+
商品名称:华为（HUAWEI） 荣耀V10    价格:1968.00   评论数:900+
商品名称:华为（HUAWEI） 华为畅享8plus     价格:1433.00   评论数:9
商品名称:天语（K-Touch） Q31C 电信老人机 三防老年    价格:168.00   评论数:200+
商品名称:华为（HUAWEI） 荣耀 畅玩6 智能老年人    价格:555.00   评论数:40+
商品名称:Apple 【美版有锁激活】 iphone8plus    价格:4388.00   评论数:2000+
商品名称:中兴（ZTE） 小鲜5（V0840）全网通电信移动联通4G 双卡双待指纹解锁 安卓智能    价格:558.00   评论数:30+
商品名称:誉品（YEPEN） N2+ 移动/联通卡片    价格:198.00   评论数:1400+
商品名称:小米（MI） 红米6A AI美颜 双卡双待 4G智能    价格:699.00   评论数:7
商品名称:酷派（Coolpad） M7 Cool M7 移动全网通4G    价格:849.00   评论数:10+
商品名称:华为（HUAWEI） 华为畅享7s     价格:1068.00   评论数:1400+
商品名称:MANN S2 全网通三防老人    价格:469.00   评论数:70+
商品名称:华为（HUAWEI） 畅享7s 全面屏智能    价格:1138.00   评论数:300+
商品名称:小米（MI） 小米8 骁龙845全屏    价格:2999.00   评论数:10+
商品名称:华为（HUAWEI） P20 Pro 4000万徕卡摄像 全网通4G 美颜双摄拍照    价格:4988.00   评论数:10+
商品名称:华为（HUAWEI） 畅享7     价格:799.00   评论数:10+
商品名称:青橙（GreenOrange） C6 智能老人学生    价格:255.00   评论数:10+
商品名称:华为（HUAWEI） nova3e 移动联通电信4G    价格:1699.00   评论数:10+
商品名称:华为（HUAWEI） 华为mate10     价格:3029.00   评论数:20+
商品名称:华为（HUAWEI） 华为nova2S     价格:1655.00   评论数:40+
商品名称:华为（HUAWEI） 华为P20     价格:3388.00   评论数:2
商品名称:魅族（MEIZU） 魅族16th Plus     价格:3728.00   评论数:20+
商品名称:华为（HUAWEI） mate10 Pro    价格:3099.00   评论数:20+
商品名称:飞利浦（PHILIPS） E151Y 电信    价格:198.00   评论数:10+
商品名称:飞利浦（PHILIPS） E133X 电信2G 直板按键 学生    价格:258.00   评论数:70+
商品名称:索爱 Z6 移动/联通老年    价格:239.00   评论数:800+
商品名称:创星 V3 移动/联通 电信 迷你儿童 卡片    价格:148.00   评论数:200+
商品名称:天语（K-Touch） T91C 电信2G翻盖老人机老年    价格:238.00   评论数:200+
商品名称:华为（HUAWEI） P10 移动4G+    价格:2166.00   评论数:10+
商品名称:小辣椒 红辣椒7X 美颜双摄 双卡双待全网通 智能    价格:799.00   评论数:100+
商品名称:小米（MI） 小米8se 全面屏 智能    价格:1899.00   评论数:700+
商品名称:Apple 苹果 iPhone 7 移动联通电信4G    价格:3848.00   评论数:100+
商品名称:中兴（ZTE） 守护宝（上海中兴） CV26 电信版老人    价格:229.00   评论数:700+
商品名称:优思（Uniscope） US9 翻盖 2G 老人    价格:209.00   评论数:20+
商品名称:魅族（MEIZU） 魅蓝S6     价格:1099.00   评论数:200+
商品名称:华为（HUAWEI） honor/荣耀Magic 曲面屏 4G智能    价格:1549.00   评论数:20+
商品名称:Apple 苹果 iPhone Xs     价格:8699.00   评论数:0
商品名称:三星（SAMSUNG） C8     价格:1388.00   评论数:2200+
商品名称:Apple 【白条3期免息】 苹果 iPhoneX 全面屏    价格:7688.00   评论数:2000+
商品名称:华为（HUAWEI） 华为 nova2     价格:1299.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀畅玩7X 5.93英寸全面屏人脸识别 双卡双待 全网通移动联通电信4G    价格:1388.00   评论数:20+
商品名称:CONQUEST 征服 S11 户外三防智能    价格:3698.00   评论数:400+
商品名称:华为（HUAWEI） 华为 畅享8e     价格:999.00   评论数:100+
商品名称:华为（HUAWEI） 畅享8 移动联通电信4G全网通 全面屏智能    价格:1299.00   评论数:40+
商品名称:守护宝 (上海中兴) ZTE tech L610 电信2G 老年    价格:228.00   评论数:4400+
商品名称:波导（BiRD） A520 移动联通2G老人    价格:158.00   评论数:100+
商品名称:华为（HUAWEI） 畅享8e 移动4G+全网通 全面屏智能老人    价格:845.00   评论数:20+
商品名称:飞利浦（PHILIPS） E186A 移动联通 直板按键超长待机 学生    价格:188.00   评论数:10+
商品名称:BIHEE 百合C3310 电信老人机 学生直板    价格:138.00   评论数:600+
商品名称:华为（HUAWEI） 荣耀8     价格:1388.00   评论数:4
商品名称:21KE (MC002CT) M2S 21克 移动4G老人    价格:499.00   评论数:300+
商品名称:华为（HUAWEI） 华为mate10     价格:3029.00   评论数:20+
商品名称:华为（HUAWEI） 华为nova2S     价格:1655.00   评论数:40+
商品名称:华为（HUAWEI） 华为P20     价格:3388.00   评论数:2
商品名称:魅族（MEIZU） 魅族16th Plus     价格:3728.00   评论数:20+
商品名称:OPPO 【Super VOOC超闪版】Find X     价格:5999.00   评论数:0
商品名称:魅族（MEIZU） 魅蓝E3 游戏    价格:1598.00   评论数:70+
商品名称:小米（MI） 小米MIX2 全面屏游戏    价格:2269.00   评论数:6
商品名称:华为（HUAWEI） 畅享7 Plus    价格:779.00   评论数:200+
商品名称:酷派（Coolpad） 8739 移动4G版    价格:499.00   评论数:20+
商品名称:华为（HUAWEI） nova 青春版 双卡双待 全网通4G 智能    价格:1198.00   评论数:40+
商品名称:飞利浦（PHILIPS） E183A 老人    价格:298.00   评论数:10+
商品名称:华为（HUAWEI） 畅享8e 全面屏双摄    价格:808.00   评论数:90+
商品名称:华为（HUAWEI） 荣耀10     价格:2799.00   评论数:100+
商品名称:华为（HUAWEI） 华为（HUAWEI) P20    价格:3388.00   评论数:2400+
商品名称:诺基亚（NOKIA） X6 全网通 智能4G    价格:1499.00   评论数:200+
商品名称:华为（HUAWEI） 荣耀9i全面屏人脸识别全网通    价格:1499.00   评论数:4
商品名称:天语（K-TOUCH） X11 全网通4G智能    价格:499.00   评论数:1200+
商品名称:APPLE 苹果 iPhoneX 新品全面屏    价格:8288.00   评论数:70+
商品名称:小辣椒 G109 联通/移动2G 老人    价格:129.00   评论数:900+
商品名称:华为（HUAWEI） 荣耀畅玩7A 全网通     价格:808.00   评论数:70+
商品名称:21KE/21克 (MC002CT) M2S 21克 移动4G老人    价格:499.00   评论数:900+
商品名称:华为（HUAWEI）荣耀7C畅玩7C全面屏    价格:866.00   评论数:200+
商品名称:诺基亚（NOKIA） 3310复刻版 老人机 老人    价格:395.00   评论数:1.2万+
商品名称:三星（SAMSUNG） C8     价格:1388.00   评论数:2200+
商品名称:Apple 【白条3期免息】 苹果 iPhoneX 全面屏    价格:7688.00   评论数:2000+
商品名称:华为（HUAWEI） 华为 nova2     价格:1299.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀畅玩7X 5.93英寸全面屏人脸识别 双卡双待 全网通移动联通电信4G    价格:1388.00   评论数:20+
商品名称:守护宝 （上海中兴）V88 移动/联通2G 双屏翻盖老人    价格:238.00   评论数:400+
商品名称:魅族（MEIZU） 魅族 魅蓝A5 移动定制版     价格:498.00   评论数:100+
商品名称:纽曼（Newman） L99 电信老年人    价格:79.00   评论数:70+
商品名称:纽曼（Newman） A520 儿童    价格:119.00   评论数:600+
商品名称:纽曼（Newman） A520卡通儿童    价格:148.00   评论数:90+
商品名称:魅族（MEIZU） 魅族15 全面屏    价格:1678.00   评论数:400+
商品名称:华为（HUAWEI） 荣耀畅玩7C全网通    价格:1299.00   评论数:1300+
商品名称:华为（HUAWEI） 华为畅享8e    价格:808.00   评论数:100+
商品名称:360    价格:1569.00   评论数:500+
商品名称:华为（HUAWEI） honor/荣耀9i 全网通4G智能    价格:1399.00   评论数:80+
商品名称:三星（SAMSUNG） GALAXY S8/S8+/S9/S9+港版/美版/韩版面部识别虹膜    价格:4358.00   评论数:4600+
商品名称:华为（HUAWEI） 荣耀9青春版 移动联通电信4G全面屏    价格:988.00   评论数:20+
商品名称:天语（K-Touch）N2 老人    价格:69.00   评论数:100+
商品名称:飞利浦（PHILIPS） E212A 移动/联通 翻盖    价格:319.00   评论数:80+
商品名称:华为（HUAWEI）荣耀畅玩7C 全面屏游戏    价格:999.00   评论数:10+
商品名称:小米（MI） 红米S2     价格:799.00   评论数:1200+
商品名称:魅族（MEIZU） 魅族（MEIZU） 魅族15     价格:1649.00   评论数:20+
商品名称:小米（MI） 红米6A     价格:669.00   评论数:50+
商品名称:天语（K-Touch）N1老人    价格:99.00   评论数:1.4万+
商品名称:易百年 Ez908按键4G安卓智能    价格:499.00   评论数:300+
商品名称:APPLE 苹果 IPhone X 苹果    价格:7358.00   评论数:200+
商品名称:纽曼（Newman） D618 老人    价格:85.00   评论数:1300+
商品名称:金柏利 001B 移动/联通2G 超薄迷你    价格:178.00   评论数:200+
商品名称:小米（MI） 小米Note2      价格:1436.00   评论数:600+
商品名称:锤子（smartisan） 坚果Pro2 全面屏    价格:2088.00   评论数:1400+
商品名称:木糖醇（MuTuCu） M2老人智能机    价格:258.00   评论数:100+
商品名称:BIHEE 百合A3 全网通电信4G智能翻盖老人    价格:399.00   评论数:200+
商品名称:华为（HUAWEI） nova3i 游戏    价格:2199.00   评论数:50+
商品名称:华为（HUAWEI） 畅享7     价格:799.00   评论数:10+
商品名称:华为（HUAWEI） 麦芒6 全网通移动联通电信4G    价格:1399.00   评论数:8
商品名称:守护宝 上海中兴 ZTE tech L518 移动/联通 翻盖老人    价格:228.00   评论数:5000+
商品名称:康佳（KONKA） U8  老年老人    价格:128.00   评论数:90+
商品名称:BIXING 百信 M1  移动/联通 学生儿童迷你    价格:110.00   评论数:1600+
商品名称:小米（MI） 小米mix2S     价格:2699.00   评论数:1500+
商品名称:华为（HUAWEI） 荣耀 畅玩7 黑色 全网通 2GB+16GB    价格:599.00   评论数:100+
商品名称:小米（MI） 小米8 高通骁龙845 游戏    价格:2599.00   评论数:400+
商品名称:华为（HUAWEI） 荣耀畅玩5A 智能4G双卡    价格:568.00   评论数:200+
商品名称:华为（HUAWEI） 畅享7 Plus 全网通4G 智能    价格:805.00   评论数:10+
商品名称:华为（HUAWEI） 华为畅享8    价格:1299.00   评论数:9
商品名称:华为（HUAWEI） 荣耀6 畅玩6 全网通4G 双卡双待老人智能    价格:589.00   评论数:100+
商品名称:魅族（MEIZU） 魅蓝A5 移动定制 双卡双待 移动联通智能4G    价格:478.00   评论数:4
商品名称:飞利浦（PHILIPS） E212A 双屏翻盖老人    价格:319.00   评论数:10+
商品名称:华为（HUAWEI） nova青春版     价格:1198.00   评论数:100+
商品名称:21KE /21克 C2 双卡双待 移动2G按键老人    价格:119.00   评论数:400+
商品名称:纽曼（Newman） V1 移动 老人    价格:65.00   评论数:700+
商品名称:小米（MI） 小米mix2s 高通骁龙845 游戏    价格:2729.00   评论数:800+
商品名称:华为（HUAWEI） P10 移动4G+全网通智能    价格:2268.00   评论数:50+
商品名称:华为（HUAWEI） Nova3i     价格:2099.00   评论数:8
商品名称:小格雷 GP-50学生智能    价格:799.00   评论数:50+
商品名称:魅族（MEIZU） 魅蓝6T    价格:729.00   评论数:100+
商品名称:纽曼（Newman） C18 电信老人机 三防老人    价格:138.00   评论数:3200+
商品名称:小米（MI） 红米6     价格:729.00   评论数:40+
商品名称:华为（HUAWEI） 荣耀8X Max移动联通电信4G全面屏    价格:1799.00   评论数:5
商品名称:乐丰（lephone） V5 移动4G 智能按键老人    价格:279.00   评论数:900+
商品名称:华为（HUAWEI） 荣耀7X 畅玩7X 全网通4G    价格:1199.00   评论数:100+
商品名称:乐丰（lephone） D2翻盖老人    价格:99.00   评论数:100+
商品名称:华为（HUAWEI） P20 全面屏    价格:3888.00   评论数:100+
商品名称:华为（HUAWEI） 荣耀8青春版 双卡双待 智能    价格:1118.00   评论数:1900+
商品名称:华为（HUAWEI） 畅享8e青春     价格:666.00   评论数:0
商品名称:金柏利 C16 电信 超薄金属 卡片    价格:199.00   评论数:100+
商品名称:华为（HUAWEI） nova3e     价格:1665.00   评论数:1000+
商品名称:苹果（Apple） 【美版日版全新激活】 iphone8plus    价格:5127.00   评论数:2
商品名称:华为（HUAWEI） 荣耀 畅玩7 2GB+16GB 全网通4G    价格:599.00   评论数:5
商品名称:天语（K-TOUCH） E2天翼2G电信CDMA老年人    价格:149.00   评论数:200+
商品名称:华为（HUAWEI） 华为mate10 pro     价格:3509.00   评论数:700+
商品名称:小米 8 全面屏 游戏    价格:2699.00   评论数:80+
商品名称:华为（HUAWEI） 麦芒6     价格:1399.00   评论数:50+
商品名称:东北丰 （DBEIF）F7 三防迷你移动小    价格:119.00   评论数:2700+
商品名称:邦华（BOWAY） 老年机N91直板按键    价格:399.00   评论数:70+
商品名称:PHILIPS 飞利浦 E133X 陨石黑 电信CDMA 老人    价格:238.00   评论数:90+
商品名称:飞利浦（PHILIPS） E105     价格:95.00   评论数:200+
商品名称:华为（HUAWEI） 畅享8Plus    价格:1499.00   评论数:100+
商品名称:诺基亚（NOKIA） 8110 香蕉    价格:598.00   评论数:1
商品名称:小米（MI） 小米Max3 6.9英寸全面屏 全网通    价格:1999.00   评论数:9
商品名称:大显（DaXian） GS6 移动/联通 超薄小    价格:119.00   评论数:1100+
商品名称:华为（HUAWEI） 荣耀7A 畅玩7A     价格:699.00   评论数:100+
商品名称:魅族（MEIZU） 魅蓝S6 全面屏    价格:899.00   评论数:500+
商品名称:小米（MI） 红米5A 双卡双待4G    价格:639.00   评论数:100+
商品名称:华为（HUAWEI）畅享8e 青春版全面屏 全网通版 移动联通电信4G    价格:699.00   评论数:30+
商品名称:纽曼（Newman） A520卡通儿童    价格:119.00   评论数:600+
商品名称:小米（MI） 小米8SE 全网通智能    价格:1899.00   评论数:100+
商品名称:360 N7 全网通 移动联通电信4G    价格:1628.00   评论数:100+
商品名称:魅族（MEIZU） 魅族 15 全面屏    价格:2298.00   评论数:0
商品名称:守护宝 （上海中兴）L580 移动/联通2G 老人    价格:199.00   评论数:700+
商品名称:OPPO R15【已降2~300元】 超视野全面屏    价格:2699.00   评论数:700+
商品名称:OPPO R17新品    价格:3199.00   评论数:4
商品名称:易百年 EZ518三防老人    价格:389.00   评论数:30+
商品名称:三星（SAMSUNG）Galaxy J3 （J3300）    价格:1028.00   评论数:80+
商品名称:小米（MI） 红米6 Pro     价格:1449.00   评论数:2
商品名称:21KE /21克 C1 移动版 直板老人    价格:138.00   评论数:0
商品名称:摩托罗拉（Motorola） z3（XT1929-15） 模块化     价格:3999.00   评论数:10+
商品名称:三星（SAMSUNG） 三星 Galaxy J3 （J3300） 全网通4G智能    价格:1099.00   评论数:300+
商品名称:中兴（ZTE） S158 移动4G 智能    价格:258.00   评论数:1600+
商品名称:波导（BiRD） A550 移动联通2G 老年    价格:128.00   评论数:300+
商品名称:小米（MI） 红米6A     价格:539.00   评论数:60+
商品名称:Apple 苹果xs iphone xs     价格:8999.00   评论数:0
商品名称:华为（HUAWEI） 荣耀9i     价格:1449.00   评论数:200+
商品名称:小米（MI） 小米5splus 4G    价格:1225.00   评论数:800+
商品名称:小米（MI） 红米Note5A 全网通4G    价格:939.00   评论数:6200+
商品名称:飞利浦 E133X  电信CDMA 老人    价格:218.00   评论数:0
商品名称:黑鲨 游戏    价格:2899.00   评论数:1600+
商品名称:soyes 索野7S 移动2G联通3G 卡片    价格:429.00   评论数:1000+
商品名称:华为（HUAWEI） 华为 nova3 huawei nova3 前后四摄AI美拍     价格:2999.00   评论数:0
商品名称:魅族（MEIZU） 魅蓝 Note6 全网通 公开版 移动联通电信4G    价格:799.00   评论数:300+
商品名称:华为（HUAWEI） 荣耀9i 全面屏    价格:1599.00   评论数:0
商品名称:诺基亚（NOKIA） X6     价格:1328.00   评论数:5
商品名称:三星（SAMSUNG） GALAXY S8/S9/S8+/S9+港版/美版全网通面部虹膜识别智能    价格:4310.00   评论数:70+
商品名称:美图（meitu） T8 美颜自拍 全网通4G智能    价格:2088.00   评论数:600+
商品名称:华为（HUAWEI） 荣耀畅玩7C 全面屏    价格:1049.00   评论数:1
商品名称:华为（HUAWEI）Mate 10 Pro全面屏徕卡双摄游戏    价格:3599.00   评论数:30+
商品名称:魅族（MEIZU） 魅族 M15面容解锁4G智能    价格:1369.00   评论数:60+
商品名称:华为（HUAWEI） nova3i     价格:2199.00   评论数:9
商品名称:努比亚（nubia） Z17miniS 小牛8 移动联通电信4G    价格:1228.00   评论数:10+
商品名称:三星SCH-E339直板电信学生大声大字单卡老人    价格:199.00   评论数:30+
商品名称:华为（HUAWEI） 荣耀V10 麒麟970处理器全面屏    价格:1968.00   评论数:90+
商品名称:APPLE 苹果 iPhone 8 Plus 5.5寸智能 Apple    价格:6928.00   评论数:10+
商品名称:华为（HUAWEI） P9 全网通4G 移动联通电信4G    价格:1358.00   评论数:80+
商品名称:诺基亚（NOKIA） 诺基亚X5     价格:1228.00   评论数:100+
商品名称:海尔（Haier） M358 移动/联通  三防老人    价格:188.00   评论数:3600+
商品名称:飞利浦 E151Y 电信直板老人    价格:198.00   评论数:10+
商品名称:unruly 3310按键音乐    价格:88.00   评论数:100+
商品名称:纽曼（Newman） A520 迷你    价格:119.00   评论数:200+
商品名称:锤子（smartisan） 坚果3全面屏    价格:1079.00   评论数:90+
商品名称:魅族（MEIZU） 魅蓝 6T 全面屏    价格:1048.00   评论数:20+
商品名称:小米（MI） 红米5     价格:779.00   评论数:100+
商品名称:魅族（MEIZU） 魅蓝Note6 双卡双待全网通4G 智能    价格:1089.00   评论数:70+
商品名称:华为（HUAWEI） 华为麦芒7     价格:2399.00   评论数:0
商品名称:华为（HUAWEI） 荣耀9 全网通   移动联通电信4G    价格:2018.00   评论数:0
